date,disaster_type,event_name,location,impact_area,severity_level,title,source,category,wind_speed,rainfall,casualties,damages,damages_normalized,url,scrape_time
2021-09-14,"Bão, áp thấp nhiệt đới",,"Trung Bộ, Nam Bộ, Bình Thuận, Nghệ An, Bắc Bộ","Trung Bộ, Nam Bộ, Bình Thuận, Nghệ An, Bắc Bộ",Không xác định,Từ nay đến cuối năm Biển Đông còn đón bao nhiêu cơn bão?,Dân Trí,Thiên tai khí tượng – thủy văn,,,,,,https://dantri.com.vn/thoi-su/tu-nay-den-cuoi-nam-bien-dong-con-don-bao-nhieu-con-bao-20210914160453281.htm,2025-12-06T13:30:56.815372
2025-11-29,"Bão, áp thấp nhiệt đới",Bão Senyar,"Biển Đông, Nam Bộ, Bình Dương, Thái Bình","Biển Đông, Nam Bộ, Bình Dương, Thái Bình",Không xác định,"TPHCM ứng phó với áp thấp nhiệt đới kỳ lạ, chưa từng có trong lịch sử",Dân Trí,Thiên tai khí tượng – thủy văn,,,300 người chết,,,https://dantri.com.vn/thoi-su/tphcm-ung-pho-voi-ap-thap-nhiet-doi-ky-la-chua-tung-co-trong-lich-su-20251129133249241.htm,2025-12-06T13:30:57.689909
2025-11-25,"Bão, áp thấp nhiệt đới",,"Trung Bộ, Trường Sa, Miền Trung, Biển Đông","Trung Bộ, Trường Sa, Miền Trung, Biển Đông",Nghiêm trọng,Bão số 15 sẽ liên tục tăng cấp khi vào Biển Đông,Dân Trí,Thiên tai khí tượng – thủy văn,"cấp 10, giật cấp 10",,,,,https://dantri.com.vn/thoi-su/bao-so-15-se-lien-tuc-tang-cap-khi-vao-bien-dong-20251125203558320.htm,2025-12-06T13:30:59.168335
2025-11-24,"Bão, áp thấp nhiệt đới",,"Trung Bộ, Trường Sa, An Giang, Miền Trung, Quảng Trị","Trung Bộ, Trường Sa, An Giang, Miền Trung, Quảng Trị",Trung bình,Các tỉnh Nam Trung Bộ sẵn sàng ứng phó cơn bão số 15,Dân Trí,Thiên tai khí tượng – thủy văn,"cấp 9, giật cấp 9",,,,,https://dantri.com.vn/thoi-su/cac-tinh-nam-trung-bo-san-sang-ung-pho-con-bao-so-15-20251124161057041.htm,2025-12-06T13:31:00.797626
2025-12-02,"Bão, áp thấp nhiệt đới",Bão Koto,"Nam Bộ, Biển Đông, Tây Nguyên","Nam Bộ, Biển Đông, Tây Nguyên",Không xác định,TPHCM nắng nóng trở lại sau nhiều ngày se lạnh,Dân Trí,Thiên tai khí tượng – thủy văn,,,,,,https://dantri.com.vn/thoi-su/tphcm-nang-nong-tro-lai-sau-nhieu-ngay-se-lanh-20251201223634631.htm,2025-12-06T13:31:01.612055
2025-10-01,"Bão, áp thấp nhiệt đới",,"Biển Đông, Hoàng Sa","Biển Đông, Hoàng Sa",Nhẹ,"Áp thấp nhiệt đới vừa hình thành, khả năng mạnh thành bão trong sáng 2/10",Dân Trí,Thiên tai khí tượng – thủy văn,"cấp 6, giật cấp 9",,,,,https://dantri.com.vn/thoi-su/ap-thap-nhiet-doi-vua-hinh-thanh-kha-nang-manh-thanh-bao-trong-sang-210-20251001112639465.htm,2025-12-06T13:31:03.064107
2025-10-16,"Bão, áp thấp nhiệt đới",,"Biển Đông, Hoàng Sa, Quảng Trị, Quảng Ngãi, Khánh Hòa","Biển Đông, Hoàng Sa, Quảng Trị, Quảng Ngãi, Khánh Hòa",Không xác định,"Tình hình mưa bão, lũ trên sông từ nay tới cuối năm",Dân Trí,Thiên tai khí tượng – thủy văn,,70-150 mm,"241 người chết, 389 người bị thương",,,https://dantri.com.vn/thoi-su/tinh-hinh-mua-bao-lu-tren-song-tu-nay-toi-cuoi-nam-20251016152639220.htm,2025-12-06T13:31:05.400219
2025-11-30,"Bão, áp thấp nhiệt đới",Bão Koto,"Thanh Hóa, Trung Bộ, Bắc Bộ, Miền Bắc, Duyên hải Nam Trung Bộ","Thanh Hóa, Trung Bộ, Bắc Bộ, Miền Bắc, Duyên hải Nam Trung Bộ",Trung bình,"Miền Bắc khả năng có băng giá, bão Koto ""đứng yên"" trên Biển Đông",Dân Trí,Thiên tai khí tượng – thủy văn,"cấp 9, giật cấp 11",,,,,https://dantri.com.vn/thoi-su/mien-bac-kha-nang-co-bang-gia-bao-koto-dung-yen-tren-bien-dong-20251129215440496.htm,2025-12-06T13:31:07.886084
2025-12-01,"Bão, áp thấp nhiệt đới",Bão Koto,"Khánh Hòa, Gia Lai, Biển Đông, Đắk Lắk, Hoàng Sa","Khánh Hòa, Gia Lai, Biển Đông, Đắk Lắk, Hoàng Sa",Nhẹ,Bão Koto giảm cấp nhưng ít dịch chuyển,Dân Trí,Thiên tai khí tượng – thủy văn,"cấp 6, giật cấp 10",,,,,https://dantri.com.vn/thoi-su/bao-koto-giam-cap-nhung-it-dich-chuyen-20251201064400232.htm,2025-12-06T13:31:08.575069
2020-06-29,"Bão, áp thấp nhiệt đới",,"Thừa Thiên Huế, Thanh Hóa, Quảng Trị, Biển Đông, Quảng Bình","Thừa Thiên Huế, Thanh Hóa, Quảng Trị, Biển Đông, Quảng Bình",Không xác định,"Sẽ có khoảng 5-6 cơn bão, áp thấp nhiệt đới vào đất liền Việt Nam năm 2020",Dân Trí,Thiên tai khí tượng – thủy văn,,,,,,https://dantri.com.vn/thoi-su/viet-nam-hung-5-6-con-bao-ap-thap-nhiet-doi-trong-nam-2020-20200629090007985.htm,2025-12-06T13:31:09.691288
2025-11-28,"Bão, áp thấp nhiệt đới",Bão Koto,"Biển Đông, Quảng Ngãi, Đắk Lắk","Biển Đông, Quảng Ngãi, Đắk Lắk",Không xác định,Áp thấp nhiệt đới sắp đi vào phía Nam Biển Đông,Dân Trí,Thiên tai khí tượng – thủy văn,,,,,,https://dantri.com.vn/thoi-su/ap-thap-nhiet-doi-sap-di-vao-phia-nam-bien-dong-20251128162551331.htm,2025-12-06T13:31:10.471698
2025-11-02,"Bão, áp thấp nhiệt đới",Bão Kalmaegi,"Khánh Hòa, Bình Dương, Trung Bộ, Trường Sa, Thái Bình","Khánh Hòa, Bình Dương, Trung Bộ, Trường Sa, Thái Bình",Trung bình,"Bão số 13 sắp vào Biển Đông, dự báo các tỉnh chịu ảnh hưởng trực tiếp",Dân Trí,Thiên tai khí tượng – thủy văn,cấp 9,,,,,https://dantri.com.vn/thoi-su/bao-so-13-sap-vao-bien-dong-du-bao-cac-tinh-chiu-anh-huong-truc-tiep-20251102142551165.htm,2025-12-06T13:31:12.398589
2025-08-03,"Bão, áp thấp nhiệt đới",,"Duyên hải Nam Trung Bộ, Đà Nẵng, Trung Bộ, Nam Bộ, Khánh Hòa","Duyên hải Nam Trung Bộ, Đà Nẵng, Trung Bộ, Nam Bộ, Khánh Hòa",Không xác định,"Việt Nam có thể bị ảnh hưởng 1-2 cơn bão, áp thấp nhiệt đới trong tháng 8",Dân Trí,Thiên tai khí tượng – thủy văn,,,,,,https://dantri.com.vn/thoi-su/viet-nam-co-the-bi-anh-huong-1-2-con-bao-ap-thap-nhiet-doi-trong-thang-8-20250803110556466.htm,2025-12-06T13:31:13.649196
2025-11-28,"Bão, áp thấp nhiệt đới",Lũ lụt vừa qua ở miền Trung,"Khánh Hòa, Gia Lai, Đắk Lắk, Lâm Đồng, Quảng Trị","Khánh Hòa, Gia Lai, Đắk Lắk, Lâm Đồng, Quảng Trị",Nhẹ,"Áp thấp nhiệt đới gần Biển Đông, vùng nguy hiểm trong 24 giờ tới",Dân Trí,Thiên tai khí tượng – thủy văn,"cấp 6, giật cấp 9",,,,,https://dantri.com.vn/thoi-su/ap-thap-nhiet-doi-gan-bien-dong-vung-nguy-hiem-trong-24-gio-toi-20251128185833231.htm,2025-12-06T13:31:15.092997
2025-11-12,"Bão, áp thấp nhiệt đới",Bão Fung,"Trung Bộ, Thái Bình, Bình Dương, Biển Đông","Trung Bộ, Thái Bình, Bình Dương, Biển Đông",Nhẹ,Bão Phượng Hoàng giảm 4 cấp sau khi đi vào Biển Đông,Dân Trí,Thiên tai khí tượng – thủy văn,"cấp 7, giật cấp 11",,,,,https://dantri.com.vn/thoi-su/bao-phuong-hoang-giam-4-cap-sau-khi-di-vao-bien-dong-20251112063948670.htm,2025-12-06T13:31:16.484374
2025-09-25,"Bão, áp thấp nhiệt đới",Bão Ragasa,"Bình Dương, Trung Bộ, Quảng Ninh, Thái Bình, Miền Trung","Bình Dương, Trung Bộ, Quảng Ninh, Thái Bình, Miền Trung",Rất nghiêm trọng,Nguyên nhân siêu bão Ragasa suy yếu nhanh trước khi đổ bộ vào Quảng Ninh,Dân Trí,Thiên tai khí tượng – thủy văn,"cấp 241, giật cấp 9",,,,,https://dantri.com.vn/thoi-su/nguyen-nhan-sieu-bao-ragasa-suy-yeu-nhanh-truoc-khi-do-bo-vao-quang-ninh-20250925105937237.htm,2025-12-06T13:31:17.806989
2025-11-24,"Bão, áp thấp nhiệt đới",,"Trung Bộ, Bình Thuận, Gia Lai, Biển Đông, Trường Sa","Trung Bộ, Bình Thuận, Gia Lai, Biển Đông, Trường Sa",Trung bình,Cơn bão mới có thể ảnh hưởng từ Gia Lai đến Lâm Đồng,Dân Trí,Thiên tai khí tượng – thủy văn,"cấp 9, giật cấp 9",,,,,https://dantri.com.vn/thoi-su/con-bao-moi-co-the-anh-huong-tu-gia-lai-den-lam-dong-20251124205841064.htm,2025-12-06T13:31:19.179154
2025-11-24,"Bão, áp thấp nhiệt đới",,"Biển Đông, Miền Trung, Nam Bộ, Trường Sa, Bắc Bộ","Biển Đông, Miền Trung, Nam Bộ, Trường Sa, Bắc Bộ",Trung bình,"Biển Đông sắp đón bão số 15, hướng về đất liền Nam Bộ",Dân Trí,Thiên tai khí tượng – thủy văn,"cấp 9, giật cấp 9",,,,,https://dantri.com.vn/thoi-su/bien-dong-sap-don-bao-so-15-huong-ve-dat-lien-nam-bo-20251124110453911.htm,2025-12-06T13:31:20.643239
2025-11-25,"Bão, áp thấp nhiệt đới",,"Trường Sa, Miền Trung, Biển Đông","Trường Sa, Miền Trung, Biển Đông",Trung bình,"Từ chiều tối 25/11, nhiều vùng Biển Đông có dông lốc, gió mạnh",Dân Trí,Thiên tai khí tượng – thủy văn,"cấp 9, giật cấp 9",,,,,https://dantri.com.vn/thoi-su/tu-chieu-toi-2511-nhieu-vung-bien-dong-co-dong-loc-gio-manh-20251125145823397.htm,2025-12-06T13:31:22.098288
2025-10-23,"Bão, áp thấp nhiệt đới",Bão Fengshen,"Hà Tĩnh, Trung Bộ, Quảng Ngãi, Đà Nẵng, Quảng Trị","Hà Tĩnh, Trung Bộ, Quảng Ngãi, Đà Nẵng, Quảng Trị",Nhẹ,"Bão Fengshen suy yếu thành áp thấp nhiệt đới, sáng nay vào Huế - Quảng Ngãi",Dân Trí,Thiên tai khí tượng – thủy văn,"cấp 6, giật cấp 8",100-200 mm,,,,https://dantri.com.vn/thoi-su/bao-fengshen-suy-yeu-thanh-ap-thap-nhiet-doi-sang-nay-vao-hue-quang-ngai-20251023060413344.htm,2025-12-06T13:31:23.679098
2025-07-24,"Bão, áp thấp nhiệt đới",Bão Wipha,"Trung Bộ, Nam Bộ, Bắc Bộ, Biển Đông, Tây Nguyên","Trung Bộ, Nam Bộ, Bắc Bộ, Biển Đông, Tây Nguyên",Nghiêm trọng,Bao nhiêu cơn bão sẽ ảnh hưởng đến đất liền nước ta từ nay đến cuối năm?,Dân Trí,Thiên tai khí tượng – thủy văn,cấp 10,,,,,https://dantri.com.vn/thoi-su/bao-nhieu-con-bao-se-anh-huong-den-dat-lien-nuoc-ta-tu-nay-den-cuoi-nam-20250724111115878.htm,2025-12-06T13:31:24.697802
2025-10-22,"Bão, áp thấp nhiệt đới",Bão Fengshen,"Quảng Trị, Biển Đông, Hà Tĩnh, Đà Nẵng, Quảng Ngãi","Quảng Trị, Biển Đông, Hà Tĩnh, Đà Nẵng, Quảng Ngãi",Không xác định,"Bão Fengshen chưa tan, một áp thấp nhiệt đới mới hình thành",Dân Trí,Thiên tai khí tượng – thủy văn,,100-250 mm,,,,https://dantri.com.vn/thoi-su/bao-fengshen-chua-tan-mot-ap-thap-nhiet-doi-moi-hinh-thanh-20251022180119721.htm,2025-12-06T13:31:26.136254
2025-11-05,"Bão, áp thấp nhiệt đới",Bão Kalmaegi,"Lâm Đồng, Biển Đông, Quảng Trị, Khánh Hòa, Đà Nẵng","Lâm Đồng, Biển Đông, Quảng Trị, Khánh Hòa, Đà Nẵng",Rất nghiêm trọng,"Xuất hiện áp thấp ngoài khơi Philippines, bão Kalmaegi mạnh cấp 14",Dân Trí,Thiên tai khí tượng – thủy văn,"cấp 14, giật cấp 17",200-400 mm,,,,https://dantri.com.vn/thoi-su/xuat-hien-ap-thap-ngoai-khoi-philippines-bao-kalmaegi-manh-cap-14-20251105174015353.htm,2025-12-06T13:31:27.261951
2025-11-29,"Bão, áp thấp nhiệt đới",Bão Koto,"Khánh Hòa, Gia Lai, Đắk Lắk, Biển Đông","Khánh Hòa, Gia Lai, Đắk Lắk, Biển Đông",Nhẹ,"Bão Koto đột ngột đổi hướng, áp thấp nhiệt đới sắp vào Biển Đông",Dân Trí,Thiên tai khí tượng – thủy văn,"cấp 7, giật cấp 13",,,,,https://dantri.com.vn/thoi-su/bao-koto-dot-ngot-doi-huong-ap-thap-nhiet-doi-sap-vao-bien-dong-20251129064647157.htm,2025-12-06T13:31:28.313346
2025-10-02,"Bão, áp thấp nhiệt đới",,"Biển Đông, Hoàng Sa","Biển Đông, Hoàng Sa",Nghiêm trọng,"Hôm nay khả năng hình thành cơn bão mới, hướng vào Biển Đông",Dân Trí,Thiên tai khí tượng – thủy văn,"cấp 11, giật cấp 9",,,,,https://dantri.com.vn/thoi-su/hom-nay-kha-nang-hinh-thanh-con-bao-moi-huong-vao-bien-dong-20251002060158117.htm,2025-12-06T13:31:29.602430
2025-11-29,"Bão, áp thấp nhiệt đới",Bão Chuy,"Khánh Hòa, Cà Mau, Đồng bằng sông Cửu Long, Lâm Đồng, Đắk Lắk","Khánh Hòa, Cà Mau, Đồng bằng sông Cửu Long, Lâm Đồng, Đắk Lắk",Không xác định,"Nhiều bất thường của cơn áp thấp nhiệt đới kỳ lạ, chưa từng có ở Biển Đông",Dân Trí,Thiên tai khí tượng – thủy văn,,,,,,https://dantri.com.vn/thoi-su/nhieu-bat-thuong-cua-con-ap-thap-nhiet-doi-ky-la-chua-tung-co-o-bien-dong-20251129145843105.htm,2025-12-06T13:31:30.350874
2025-11-29,"Bão, áp thấp nhiệt đới",Bão Koto,"Biển Đông, Khánh Hòa, Gia Lai, Đắk Lắk, Bình Dương","Biển Đông, Khánh Hòa, Gia Lai, Đắk Lắk, Bình Dương",Nhẹ,"Áp thấp nhiệt đới ""dị thường"" đã tan, bão Koto hầu như không di chuyển",Dân Trí,Thiên tai khí tượng – thủy văn,"cấp 7, giật cấp 11",,300 người chết,,,https://dantri.com.vn/thoi-su/ap-thap-nhiet-doi-di-thuong-da-tan-bao-koto-hau-nhu-khong-di-chuyen-20251129175825381.htm,2025-12-06T13:31:31.582196
2025-10-17,"Bão, áp thấp nhiệt đới",,"Hoàng Sa, Biển Đông, Miền Trung","Hoàng Sa, Biển Đông, Miền Trung",Trung bình,Áp thấp nhiệt đới khả năng mạnh lên thành bão trong ngày mai,Dân Trí,Thiên tai khí tượng – thủy văn,"cấp 9, giật cấp 9",,,,,https://dantri.com.vn/thoi-su/ap-thap-nhiet-doi-kha-nang-manh-len-thanh-bao-trong-ngay-mai-20251017143812884.htm,2025-12-06T13:31:32.720686
2025-09-09,"Bão, áp thấp nhiệt đới",,,Không xác định,Nhẹ,Bão Tapah suy yếu thành áp thấp nhiệt đới,Dân Trí,Thiên tai khí tượng – thủy văn,"cấp 6, giật cấp 8",,,,,https://dantri.com.vn/thoi-su/bao-tapah-suy-yeu-thanh-ap-thap-nhiet-doi-20250909001710509.htm,2025-12-06T13:31:34.263592
2025-10-01,"Bão, áp thấp nhiệt đới",,"Biển Đông, Hoàng Sa","Biển Đông, Hoàng Sa",Nghiêm trọng,Biển Đông có thể đón bão số 11 vào cuối tuần,Dân Trí,Thiên tai khí tượng – thủy văn,"cấp 10, giật cấp 14",,,,,https://dantri.com.vn/thoi-su/bien-dong-co-the-don-bao-so-11-vao-cuoi-tuan-20251001145154661.htm,2025-12-06T13:31:35.603561
2025-11-28,"Bão, áp thấp nhiệt đới",Bão Koto,"Trường Sa, Biển Đông, Khánh Hòa, Gia Lai, Đắk Lắk","Trường Sa, Biển Đông, Khánh Hòa, Gia Lai, Đắk Lắk",Nhẹ,"Bão Koto liên tục đổi hướng, xuất hiện áp thấp nhiệt đới gần Biển Đông",Dân Trí,Thiên tai khí tượng – thủy văn,"cấp 7, giật cấp 13",,,,,https://dantri.com.vn/thoi-su/bao-koto-lien-tuc-doi-huong-xuat-hien-ap-thap-nhiet-doi-gan-bien-dong-20251128120558121.htm,2025-12-06T13:31:37.193879
2025-12-01,"Bão, áp thấp nhiệt đới",,"Khánh Hòa, Trung Bộ, Quảng Ngãi, Đà Nẵng, Quảng Trị","Khánh Hòa, Trung Bộ, Quảng Ngãi, Đà Nẵng, Quảng Trị",Không xác định,"Nam Trung Bộ sắp mưa rất to, có nơi trên 180mm",Dân Trí,Thiên tai khí tượng – thủy văn,,70-120 mm,,,,https://dantri.com.vn/thoi-su/nam-trung-bo-sap-mua-rat-to-co-noi-tren-180mm-20251201133903712.htm,2025-12-06T13:31:37.860480
2025-11-11,"Bão, áp thấp nhiệt đới",Bão Fung,"Biển Đông, Thái Bình, Bình Dương, Trung Bộ","Biển Đông, Thái Bình, Bình Dương, Trung Bộ",Nhẹ,"Vì sao Phượng Hoàng mạnh thành siêu bão rồi ""uốn cong"" ra khỏi Biển Đông?",Dân Trí,Thiên tai khí tượng – thủy văn,"cấp 7, giật cấp 14",,,,,https://dantri.com.vn/thoi-su/vi-sao-phuong-hoang-manh-thanh-sieu-bao-roi-uon-cong-ra-khoi-bien-dong-20251111142407055.htm,2025-12-06T13:31:38.809805
2025-12-05,"Bão, áp thấp nhiệt đới",,"Khánh Hòa, Thanh Hóa, Đắk Lắk, Quảng Trị, Bình Dương","Khánh Hòa, Thanh Hóa, Đắk Lắk, Quảng Trị, Bình Dương",Không xác định,Ngân hàng ADB viện trợ 2 triệu USD khắc phục hậu quả mưa lũ ở miền Trung,Dân Trí,Thiên tai khí tượng – thủy văn,,,"419 người chết, 730 người bị thương",,,https://dantri.com.vn/thoi-su/ngan-hang-adb-vien-tro-2-trieu-usd-khac-phuc-hau-qua-mua-lu-o-mien-trung-20251205201232967.htm,2025-12-06T13:31:39.476894
2025-10-23,"Bão, áp thấp nhiệt đới",Bão Fengshen,"Biển Đông, Hoàng Sa, Quảng Trị, Đà Nẵng, Hà Tĩnh","Biển Đông, Hoàng Sa, Quảng Trị, Đà Nẵng, Hà Tĩnh",Nhẹ,"Bão Fengshen tan trên biển, chiều nay miền Trung mưa lớn",Dân Trí,Thiên tai khí tượng – thủy văn,"cấp 6, giật cấp 9",100-200 mm,,,,https://dantri.com.vn/thoi-su/bao-fengshen-tan-tren-bien-chieu-nay-mien-trung-mua-lon-20251023105017799.htm,2025-12-06T13:31:40.550231
2025-07-22,"Bão, áp thấp nhiệt đới",,"Khánh Hòa, Lâm Đồng, Đà Nẵng, Quảng Trị, Lào Cai","Khánh Hòa, Lâm Đồng, Đà Nẵng, Quảng Trị, Lào Cai",Không xác định,Chi tiết các cấp độ bão và sức gió tàn phá,Dân Trí,Thiên tai khí tượng – thủy văn,,,4 người chết,,,https://dantri.com.vn/thoi-su/chi-tiet-cac-cap-do-bao-va-suc-gio-tan-pha-20250722123305045.htm,2025-12-06T13:31:41.727444
2025-11-26,"Bão, áp thấp nhiệt đới",,"Bình Định, Ninh Thuận, Trung Bộ, Nam Bộ, Khánh Hòa","Bình Định, Ninh Thuận, Trung Bộ, Nam Bộ, Khánh Hòa",Trung bình,TPHCM chịu tác động của rìa hoàn lưu bão số 15 gây gió giật mạnh,Dân Trí,Thiên tai khí tượng – thủy văn,"cấp 9, giật cấp 11",,,,,https://dantri.com.vn/thoi-su/tphcm-chiu-tac-dong-cua-ria-hoan-luu-bao-so-15-gay-gio-giat-manh-20251125221631833.htm,2025-12-06T13:31:42.896386
2025-12-04,"Bão, áp thấp nhiệt đới",Lũ lụt nghiêm trọng đã xảy,"Lào Cai, Đắk Lắk, Tây Nguyên, Lạng Sơn, Đông Nam Bộ","Lào Cai, Đắk Lắk, Tây Nguyên, Lạng Sơn, Đông Nam Bộ",Rất nghiêm trọng,"""Chưa năm nào ghi nhận lũ lịch sử đặc biệt lớn cùng xuất hiện tại 20 sông""",Dân Trí,Thiên tai khí tượng – thủy văn,cấp 17,,,,,https://dantri.com.vn/thoi-su/chua-nam-nao-ghi-nhan-lu-lich-su-dac-biet-lon-cung-xuat-hien-tai-20-song-20251204102324665.htm,2025-12-06T13:31:43.594647
2023-08-07,"Bão, áp thấp nhiệt đới",,"Biển Đông, Nam Bộ, Tây Nguyên, Nghệ An, Trung Bộ","Biển Đông, Nam Bộ, Tây Nguyên, Nghệ An, Trung Bộ",Không xác định,8-10 cơn bão có thể xuất hiện từ nay đến cuối năm,Dân Trí,Thiên tai khí tượng – thủy văn,,,"267 người chết, 291 người bị thương, 78 người mất tích",,,https://dantri.com.vn/thoi-su/8-10-con-bao-co-the-xuat-hien-tu-nay-den-cuoi-nam-20230807211116550.htm,2025-12-06T13:31:44.663998
2025-10-17,"Bão, áp thấp nhiệt đới",,"Quảng Ninh, Miền Trung, Biển Đông, Lâm Đồng","Quảng Ninh, Miền Trung, Biển Đông, Lâm Đồng",Trung bình,Cảnh báo áp thấp nhiệt đới có khả năng mạnh lên thành bão,Dân Trí,Thiên tai khí tượng – thủy văn,"cấp 8, giật cấp 10",,,,,https://dantri.com.vn/thoi-su/canh-bao-ap-thap-nhiet-doi-co-kha-nang-manh-len-thanh-bao-20251017170305162.htm,2025-12-06T13:31:46.398634
2022-07-07,"Bão, áp thấp nhiệt đới",,"Trung Bộ, Hà Nội, Bắc Bộ, Biển Đông, Tây Nguyên","Trung Bộ, Hà Nội, Bắc Bộ, Biển Đông, Tây Nguyên",Không xác định,Bão dồn dập và mạnh trong những tháng cuối năm,Dân Trí,Thiên tai khí tượng – thủy văn,,,73 người chết,,,https://dantri.com.vn/thoi-su/bao-don-dap-va-manh-trong-nhung-thang-cuoi-nam-20220707071806493.htm,2025-12-06T13:31:48.008342
2025-10-02,"Bão, áp thấp nhiệt đới",,"Duyên hải Nam Trung Bộ, Thanh Hóa, Quảng Trị, Biển Đông, Nam Bộ","Duyên hải Nam Trung Bộ, Thanh Hóa, Quảng Trị, Biển Đông, Nam Bộ",Nghiêm trọng,"Áp thấp nhiệt đới sắp mạnh lên thành bão, dự kiến đêm 3/10 vào Biển Đông",Dân Trí,Thiên tai khí tượng – thủy văn,"cấp 11, giật cấp 9",,,,,https://dantri.com.vn/thoi-su/ap-thap-nhiet-doi-sap-manh-len-thanh-bao-du-kien-dem-310-vao-bien-dong-20251001213927152.htm,2025-12-06T13:31:49.762678
