date,disaster_type,location,title,source,category,wind_speed,rainfall,casualties,damages,forecast,url,scrape_time
2025-09-05,"Bão, áp thấp nhiệt đới","Quảng Ninh, Thanh Hóa, Hà Tĩnh, Quảng Trị, Quảng Ngãi, Biển Đông, Hoàng Sa","Áp thấp nhiệt đới ở Biển Đông, nguy cơ mạnh thành bão",VnExpress,Thiên tai khí tượng – thủy văn,cấp 6,,9 người chết,2.900 tỷ đồng,"Trung tâm Dự báo Khí tượng Thủy văn quốc gia cho biết tối nay áp thấp nhiệt đới hình thành trên vùng biển đông bắc Biển Đông, gió mạnh cấp 6 (49 km/h), giật cấp 8, di chuyển hướng tây tây bắc với tốc độ khoảng 10 km/h",https://vnexpress.net/ap-thap-nhiet-doi-o-bien-dong-nguy-co-manh-thanh-bao-4935710.html,2025-12-06T13:31:30.746653
2025-12-01,"Bão, áp thấp nhiệt đới","Đà Nẵng, Quảng Ngãi, Khánh Hòa, Gia Lai, Lâm Đồng, Biển Đông",Bão Koto suy yếu thành áp thấp nhiệt đới,VnExpress,Thiên tai khí tượng – thủy văn,"cấp 7, giật cấp 9",70-120 mm,,,Trung tâm Dự báo Khí tượng Thủy văn quốc gia cho biết bão mất dần năng lượng sau 6 ngày hình thành từ vùng áp thấp nhiệt đới ở phía đông của Philippines,https://vnexpress.net/bao-koto-suy-yeu-thanh-ap-thap-nhiet-doi-4988377.html,2025-12-06T13:31:31.525272
2025-09-29,"Bão, áp thấp nhiệt đới","Quảng Ninh, Hải Phòng, Hà Nội, Thanh Hóa, Nghệ An, Hà Tĩnh, Quảng Trị, Đồng Nai",Bão Bualoi suy yếu thành áp thấp nhiệt đới,VnExpress,Thiên tai khí tượng – thủy văn,cấp 6-7,300 mm,9 người chết,,"Trung tâm Dự báo Khí tượng Thủy văn quốc gia cho biết lúc 13h, khi sang Thượng Lào, cách biên giới Việt - Lào khoảng 50 km, bão Bualoi suy yếu thành áp thấp nhiệt đới, sức gió mạnh cấp 6-7 (61 km/h)",https://vnexpress.net/bao-bualoi-suy-yeu-thanh-ap-thap-nhiet-doi-4944991.html,2025-12-06T13:31:32.878077
2025-10-17,"Bão, áp thấp nhiệt đới","Biển Đông, Hoàng Sa",Áp thấp nhiệt đới xuất hiện gần Biển Đông,VnExpress,Thiên tai khí tượng – thủy văn,"cấp 7, giật cấp 9",,241 người chết,53.800 tỷ đồng,"Trung tâm Dự báo Khí tượng Thủy văn quốc gia cho biết lúc 13h hôm nay, áp thấp nhiệt đới trên vùng biển phía đông miền trung Philippines, sức gió mạnh nhất 61 km/h, cấp 7, giật cấp 9 và đang theo hướng tây với tốc độ 20-25 km/h",https://vnexpress.net/ap-thap-nhiet-doi-xuat-hien-gan-bien-dong-4952642.html,2025-12-06T13:31:34.332577
2025-08-22,"Bão, áp thấp nhiệt đới","Hà Nội, Thanh Hóa, Nghệ An, Quảng Trị, Đà Nẵng, Quảng Nam, Biển Đông, Hoàng Sa, vịnh Bắc Bộ",Áp thấp nhiệt đới hướng vào Biển Đông,VnExpress,Thiên tai khí tượng – thủy văn,"cấp 6, giật cấp 8",150-300 mm,,,"Trung tâm Dự báo Khí tượng Thủy văn quốc gia cho biết sáng 22/8, vùng áp thấp phía đông đảo Luzon (Philippines) đã mạnh lên thành áp thấp nhiệt đới",https://vnexpress.net/ap-thap-nhiet-doi-huong-vao-bien-dong-4930179.html,2025-12-06T13:31:35.767440
2025-08-30,"Bão, áp thấp nhiệt đới","Hà Nội, Thanh Hóa, Nghệ An, Hà Tĩnh, Quảng Trị, Đà Nẵng, Biển Đông, Hoàng Sa","Áp thấp nhiệt đới mạnh lên thành bão, gây mưa cho miền Trung",VnExpress,Thiên tai khí tượng – thủy văn,"cấp 8, giật cấp 10",90 mm,6 người chết,,"Trung tâm Dự báo Khí tượng Thủy văn quốc gia cho biết lúc 7h, khi cách phía bắc Quảng Trị khoảng 240 km, cách TP Huế khoảng 190 km, áp thấp nhiệt đới đã mạnh lên thành bão, cơn bão thứ sáu trên Biển Đông",https://vnexpress.net/ap-thap-nhiet-doi-bat-dau-gay-mua-cho-mien-trung-4933333.html,2025-12-06T13:31:37.300750
2025-08-28,"Bão, áp thấp nhiệt đới","Hà Nội, Thanh Hóa, Nghệ An, Hà Tĩnh, Quảng Trị, Đà Nẵng, Biển Đông, Hoàng Sa",Áp thấp nhiệt đới hướng vào miền Trung,VnExpress,Thiên tai khí tượng – thủy văn,cấp 6-7,,5 người chết,,"Trung tâm Dự báo Khí tượng Thủy văn quốc gia cho biết lúc 7h, áp thấp nhiệt đới trên vùng biển đông bắc Biển Đông, mạnh cấp 6-7, sức gió tối đa 61 km/h, giật cấp 9 và đang theo hướng tây nam với tốc độ 15 km/h",https://vnexpress.net/ap-thap-nhiet-doi-huong-vao-mien-trung-4932447.html,2025-12-06T13:31:38.628646
2025-11-25,"Bão, áp thấp nhiệt đới","Hà Nội, Thanh Hóa, Nghệ An, Hà Tĩnh, Quảng Trị, Đà Nẵng, Quảng Ngãi, Khánh Hòa, Gia Lai, Biển Đông",Bão lũ gây thiệt hại hơn 85.000 tỷ đồng,VnExpress,Thiên tai khí tượng – thủy văn,"cấp 10-11, giật cấp 13",300-500 mm,409 người chết,85.100 tỷ đồng,"Tại diễn đàn Ứng dụng Khoa học công nghệ trong dự báo và cảnh báo sớm thiên tai do Bộ Nông nghiệp và Môi trường tổ chức chiều 25/11, ông Nguyễn Tôn Quân, Phó phòng Quản lý thiên tai cộng đồng và Truyền thông (Cục Quản lý đê điều và Phòng chống thiên tai) cho biết từ đầu năm tới nay thiên tai đã làm 409 người chết và mất tích, 727 người bị thương",https://vnexpress.net/bao-lu-gay-thiet-hai-hon-85-000-ty-dong-4985965.html,2025-12-06T13:31:39.952710
2025-10-02,"Bão, áp thấp nhiệt đới","Quảng Ninh, Hà Tĩnh, Quảng Trị, Lâm Đồng, Biển Đông, Hoàng Sa, vịnh Bắc Bộ",Áp thấp nhiệt đới gần Biển Đông mạnh lên thành bão,VnExpress,Thiên tai khí tượng – thủy văn,cấp 8,,34 người chết,9.000 tỷ đồng,"Trung tâm Dự báo Khí tượng Thủy văn quốc gia cho biết lúc 7h hôm nay, tâm bão trên vùng biển phía đông Philippines, sức gió mạnh nhất cấp 8, 74 km/h, giật tăng hai cấp",https://vnexpress.net/hom-nay-ap-thap-nhiet-doi-gan-bien-dong-se-manh-len-thanh-bao-4946180.html,2025-12-06T13:31:41.488117
2025-11-26,"Bão, áp thấp nhiệt đới","Đà Nẵng, Khánh Hòa, Gia Lai, Lâm Đồng, Biển Đông, Trường Sa",Hai kịch bản của bão Koto tác động đến nước ta,Dân Trí,Thiên tai khí tượng – thủy văn,cấp 8,150-250mm,,,"Hai kịch bản của bão Koto tác động đến nước ta
(Dân trí) - Giám đốc Trung tâm Dự báo khí tượng thủy văn quốc gia Mai Văn Khiêm dự báo, có 2 kịch bản tác động của bão Koto đến nước ta, kịch bản xấu nhất bão đi vào khu vực Gia Lai - Khánh Hòa",https://dantri.com.vn/thoi-su/hai-kich-ban-cua-bao-koto-tac-dong-den-nuoc-ta-20251126104726403.htm,2025-12-06T13:30:51.227668
2025-11-25,"Bão, áp thấp nhiệt đới","Biển Đông, Trường Sa",Áp thấp nhiệt đới có thể vào Biển Đông đêm nay và mạnh lên thành bão,Dân Trí,Thiên tai khí tượng – thủy văn,cấp 11,,,,"Áp thấp nhiệt đới có thể vào Biển Đông đêm nay và mạnh lên thành bão
(Dân trí) - Dự báo đêm 25/11, áp thấp nhiệt đới sẽ đi vào Biển Đông và sau đó sẽ mạnh lên thành bão",https://dantri.com.vn/thoi-su/ap-thap-nhiet-doi-co-the-vao-bien-dong-dem-nay-va-manh-len-thanh-bao-20251125064730134.htm,2025-12-06T13:30:52.176367
2025-11-26,"Bão, áp thấp nhiệt đới","Đà Nẵng, Khánh Hòa, Gia Lai, Lâm Đồng, Biển Đông, Trường Sa","Bão Koto có thể đạt cực đại cấp 11, sẽ giảm cấp từ ngày 29/11",Dân Trí,Thiên tai khí tượng – thủy văn,cấp 11,150-250mm,,,"Bão Koto có thể đạt cực đại cấp 11, sẽ giảm cấp từ ngày 29/11
(Dân trí) - Ông Hoàng Phúc Lâm, Phó giám đốc Trung tâm Dự báo khí tượng thủy văn quốc gia, cho biết cường độ cực đại của bão Koto có thể đạt cấp 11",https://dantri.com.vn/thoi-su/bao-koto-co-the-dat-cuc-dai-cap-11-se-giam-cap-tu-ngay-2911-20251126194253539.htm,2025-12-06T13:30:53.918415
2020-09-30,"Bão, áp thấp nhiệt đới",Biển Đông,"Bão, áp thấp nhiệt đới sẽ dồn dập xuất hiện trong tháng 10 và 11 năm nay",Dân Trí,Thiên tai khí tượng – thủy văn,,,,,"Bão, áp thấp nhiệt đới sẽ dồn dập xuất hiện trong tháng 10 và 11
(Dân trí) - Ông Trần Quang Năng - Trưởng phòng Dự báo thời tiết (Trung tâm Dự báo khí tượng thủy văn Quốc gia) cho biết, tháng 10 và 11 năm 2020 sẽ xuất hiện dồn dập áp thấp nhiệt đới, bão trên Biển Đông",https://dantri.com.vn/thoi-su/bao-ap-thap-nhiet-doi-se-don-dap-xuat-hien-trong-thang-10-va-11-20200930001559384.htm,2025-12-06T13:30:55.319503
2021-09-14,"Bão, áp thấp nhiệt đới","Thanh Hóa, Nghệ An, Hà Tĩnh, Bình Thuận, Biển Đông",Từ nay đến cuối năm Biển Đông còn đón bao nhiêu cơn bão?,Dân Trí,Thiên tai khí tượng – thủy văn,,,,,"Liên quan đến xu hướng thời tiết từ nay đến cuối năm 2021 và đầu năm 2022, ông Nguyễn Văn Hưởng, Trưởng phòng Dự báo khí hậu Trung tâm Dự báo Khí tượng thủy văn Quốc gia cho biết, từ nay đến hết năm 2021, trên Biển Đông còn khoảng 6-8 cơn bão/áp thấp nhiệt đới, trong đó 3-4 cơn ảnh hưởng trực tiếp đến đất liền nước ta",https://dantri.com.vn/thoi-su/tu-nay-den-cuoi-nam-bien-dong-con-don-bao-nhieu-con-bao-20210914160453281.htm,2025-12-06T13:30:56.815372
2025-11-29,"Bão, áp thấp nhiệt đới",Biển Đông,"TPHCM ứng phó với áp thấp nhiệt đới kỳ lạ, chưa từng có trong lịch sử",Dân Trí,Thiên tai khí tượng – thủy văn,,,,,"Dự báo trong 48 đến 72 giờ tới, áp thấp nhiệt đới di chuyển theo hướng Bắc Đông Bắc, mỗi giờ đi được 10-15km, suy yếu dần thành một vùng áp thấp",https://dantri.com.vn/thoi-su/tphcm-ung-pho-voi-ap-thap-nhiet-doi-ky-la-chua-tung-co-trong-lich-su-20251129133249241.htm,2025-12-06T13:30:57.689909
2025-11-25,"Bão, áp thấp nhiệt đới","Biển Đông, Trường Sa",Bão số 15 sẽ liên tục tăng cấp khi vào Biển Đông,Dân Trí,Thiên tai khí tượng – thủy văn,cấp 8,,,,Dự báo khi vào Biển Đông bão số 15 sẽ liên tục tăng cấp,https://dantri.com.vn/thoi-su/bao-so-15-se-lien-tuc-tang-cap-khi-vao-bien-dong-20251125203558320.htm,2025-12-06T13:30:59.168335
2025-11-24,"Bão, áp thấp nhiệt đới","Quảng Trị, Biển Đông, Trường Sa",Các tỉnh Nam Trung Bộ sẵn sàng ứng phó cơn bão số 15,Dân Trí,Thiên tai khí tượng – thủy văn,cấp 7,,,,"Trung tâm Dự báo khí tượng thủy văn quốc gia cho biết chiều 24/11, áp thấp nhiệt đới ở trên vùng ven biển phía Đông khu vực miền Trung Philippines",https://dantri.com.vn/thoi-su/cac-tinh-nam-trung-bo-san-sang-ung-pho-con-bao-so-15-20251124161057041.htm,2025-12-06T13:31:00.797626
2025-12-02,"Bão, áp thấp nhiệt đới",Biển Đông,TPHCM nắng nóng trở lại sau nhiều ngày se lạnh,Dân Trí,Thiên tai khí tượng – thủy văn,cấp 6,,,,"Ngày 2/12, thời tiết TPHCM được dự báo nắng nóng trở lại",https://dantri.com.vn/thoi-su/tphcm-nang-nong-tro-lai-sau-nhieu-ngay-se-lanh-20251201223634631.htm,2025-12-06T13:31:01.612055
2025-10-01,"Bão, áp thấp nhiệt đới","Biển Đông, Hoàng Sa","Áp thấp nhiệt đới vừa hình thành, khả năng mạnh thành bão trong sáng 2/10",Dân Trí,Thiên tai khí tượng – thủy văn,cấp 6-7,,,,"Trung tâm Dự báo khí tượng thủy văn quốc gia cho biết sáng 1/10, vùng áp thấp ở vùng biển phía Đông đảo Lu Dông (Philippines) đã mạnh lên thành áp thấp nhiệt đới",https://dantri.com.vn/thoi-su/ap-thap-nhiet-doi-vua-hinh-thanh-kha-nang-manh-thanh-bao-trong-sang-210-20251001112639465.htm,2025-12-06T13:31:03.064107
2025-10-16,"Bão, áp thấp nhiệt đới","Hà Tĩnh, Quảng Trị, Đà Nẵng, Quảng Ngãi, Khánh Hòa, Đắk Lắk, Biển Đông, Hoàng Sa","Tình hình mưa bão, lũ trên sông từ nay tới cuối năm",Dân Trí,Thiên tai khí tượng – thủy văn,cấp 6-7,70-150mm,241 người chết,53.800 tỷ đồng,"Xuất hiện một số hình thái thiên tai nguy hiểm trên Biển Đông
Cục Khí tượng Thủy văn dự báo từ ngày 16/10 tới ngày 25/10, trên đất liền cũng như trên Biển Đông có khả năng chịu ảnh hưởng của một số hình thái thiên tai nguy hiểm",https://dantri.com.vn/thoi-su/tinh-hinh-mua-bao-lu-tren-song-tu-nay-toi-cuoi-nam-20251016152639220.htm,2025-12-06T13:31:05.400219
2025-11-30,"Bão, áp thấp nhiệt đới","Hà Nội, Thanh Hóa, Gia Lai, Đắk Lắk, Biển Đông","Miền Bắc khả năng có băng giá, bão Koto ""đứng yên"" trên Biển Đông",Dân Trí,Thiên tai khí tượng – thủy văn,"cấp 9, giật cấp 11",,,,"Trung tâm Dự báo khí tượng thủy văn quốc gia cho biết, tối 29/11, bão Koto (cơn bão số 15) vẫn mạnh cấp 9, giật cấp 11 và hầu như ít di chuyển trên khu vực giữa Biển Đông",https://dantri.com.vn/thoi-su/mien-bac-kha-nang-co-bang-gia-bao-koto-dung-yen-tren-bien-dong-20251129215440496.htm,2025-12-06T13:31:07.886084
2025-12-01,"Bão, áp thấp nhiệt đới","Khánh Hòa, Gia Lai, Đắk Lắk, Biển Đông, Hoàng Sa",Bão Koto giảm cấp nhưng ít dịch chuyển,Dân Trí,Thiên tai khí tượng – thủy văn,"cấp 8, giật cấp 10",,,,"Bão Koto giảm cấp nhưng ít dịch chuyển
(Dân trí) - Bão Koto đang suy yếu dần và di chuyển rất chậm, dự báo đến ngày 3/12 sẽ suy yếu thành vùng áp thấp trên vùng biển Gia Lai - Khánh Hòa",https://dantri.com.vn/thoi-su/bao-koto-giam-cap-nhung-it-dich-chuyen-20251201064400232.htm,2025-12-06T13:31:08.575069
2020-06-29,"Bão, áp thấp nhiệt đới","Thanh Hóa, Quảng Bình, Quảng Trị, Thừa Thiên Huế, Biển Đông","Sẽ có khoảng 5-6 cơn bão, áp thấp nhiệt đới vào đất liền Việt Nam năm 2020",Dân Trí,Thiên tai khí tượng – thủy văn,,,,,"Ông Mai Văn Khiêm, Giám đốc Trung tâm Dự báo khí tượng thủy văn Quốc gia cho biết: Dự báo hiện tượng ENSO, từ tháng 7-12/2020, nhiệt độ mặt nước biển khu vực NINO 3",https://dantri.com.vn/thoi-su/viet-nam-hung-5-6-con-bao-ap-thap-nhiet-doi-trong-nam-2020-20200629090007985.htm,2025-12-06T13:31:09.691288
2025-11-28,"Bão, áp thấp nhiệt đới","Quảng Ngãi, Đắk Lắk, Biển Đông",Áp thấp nhiệt đới sắp đi vào phía Nam Biển Đông,Dân Trí,Thiên tai khí tượng – thủy văn,cấp 6-7,,,,"Áp thấp nhiệt đới sắp đi vào phía Nam Biển Đông
(Dân trí) - Dự báo trong ngày 29/11, áp thấp nhiệt đới sẽ đi vào phía Nam Biển Đông",https://dantri.com.vn/thoi-su/ap-thap-nhiet-doi-sap-di-vao-phia-nam-bien-dong-20251128162551331.htm,2025-12-06T13:31:10.471698
2025-11-02,"Bão, áp thấp nhiệt đới","Đà Nẵng, Khánh Hòa, Biển Đông, Trường Sa","Bão số 13 sắp vào Biển Đông, dự báo các tỉnh chịu ảnh hưởng trực tiếp",Dân Trí,Thiên tai khí tượng – thủy văn,cấp 9,,,,"Bão số 13 sắp vào Biển Đông, dự báo các tỉnh chịu ảnh hưởng trực tiếp
(Dân trí) - Áp thấp nhiệt đới trên khu vực phía Đông của Philippines đã mạnh lên thành bão",https://dantri.com.vn/thoi-su/bao-so-13-sap-vao-bien-dong-du-bao-cac-tinh-chiu-anh-huong-truc-tiep-20251102142551165.htm,2025-12-06T13:31:12.398589
2025-08-03,"Bão, áp thấp nhiệt đới","Thanh Hóa, Đà Nẵng, Quảng Ngãi, Khánh Hòa, Đắk Lắk, Biển Đông","Việt Nam có thể bị ảnh hưởng 1-2 cơn bão, áp thấp nhiệt đới trong tháng 8",Dân Trí,Thiên tai khí tượng – thủy văn,,,,,"Theo dự báo, từ nay đến cuối năm có khoảng 4-6 cơn ảnh hưởng trực tiếp đến nước ta",https://dantri.com.vn/thoi-su/viet-nam-co-the-bi-anh-huong-1-2-con-bao-ap-thap-nhiet-doi-trong-thang-8-20250803110556466.htm,2025-12-06T13:31:13.649196
2025-11-28,"Bão, áp thấp nhiệt đới","Quảng Trị, Đà Nẵng, Quảng Ngãi, Khánh Hòa, Gia Lai, Đắk Lắk, Lâm Đồng, Biển Đông","Áp thấp nhiệt đới gần Biển Đông, vùng nguy hiểm trong 24 giờ tới",Dân Trí,Thiên tai khí tượng – thủy văn,"cấp 6-7, giật cấp 9",,,,"Áp thấp nhiệt đới gần Biển Đông, vùng nguy hiểm trong 24 giờ tới
(Dân trí) - Ban Chỉ đạo Phòng thủ dân sự quốc gia nêu rõ, vùng nguy hiểm trong 24 giờ tới ở phía Nam vĩ tuyến 7,0 độ Vĩ Bắc; kinh tuyến 104-108,6 độ Kinh Đông (vùng nguy hiểm điều chỉnh trong các bản tin dự báo)",https://dantri.com.vn/thoi-su/ap-thap-nhiet-doi-gan-bien-dong-vung-nguy-hiem-trong-24-gio-toi-20251128185833231.htm,2025-12-06T13:31:15.092997
2025-11-12,"Bão, áp thấp nhiệt đới",Biển Đông,Bão Phượng Hoàng giảm 4 cấp sau khi đi vào Biển Đông,Dân Trí,Thiên tai khí tượng – thủy văn,cấp 9,,,,"Theo Trung tâm Dự báo khí tượng thủy văn quốc gia lúc 4h ngày 12/11, tâm bão Fung - Wong (tên tiếng Việt là Phượng Hoàng) trên vùng biển phía Đông Bắc của khu vực Bắc Biển Đông",https://dantri.com.vn/thoi-su/bao-phuong-hoang-giam-4-cap-sau-khi-di-vao-bien-dong-20251112063948670.htm,2025-12-06T13:31:16.484374
2025-09-25,"Bão, áp thấp nhiệt đới","Quảng Ninh, Biển Đông",Nguyên nhân siêu bão Ragasa suy yếu nhanh trước khi đổ bộ vào Quảng Ninh,Dân Trí,Thiên tai khí tượng – thủy văn,"cấp 7, giật cấp 9",,,,"Theo dự báo, trưa nay áp thấp nhiệt đới sẽ đi vào Quảng Ninh, sau đó suy yếu thành vùng áp thấp và tan",https://dantri.com.vn/thoi-su/nguyen-nhan-sieu-bao-ragasa-suy-yeu-nhanh-truoc-khi-do-bo-vao-quang-ninh-20250925105937237.htm,2025-12-06T13:31:17.806989
2025-11-24,"Bão, áp thấp nhiệt đới","Bình Định, Bình Thuận, Gia Lai, Lâm Đồng, Biển Đông, Trường Sa",Cơn bão mới có thể ảnh hưởng từ Gia Lai đến Lâm Đồng,Dân Trí,Thiên tai khí tượng – thủy văn,cấp 7,,,,"Cơn bão mới có thể ảnh hưởng từ Gia Lai đến Lâm Đồng
(Dân trí) - Cơ quan khí tượng Nhật Bản dự báo trọng tâm ảnh hưởng của bão số 15 có thể từ Gia Lai đến Lâm Đồng (Bình Định - Bình Thuận cũ), thời gian ảnh hưởng chính trong khoảng 28-30/11",https://dantri.com.vn/thoi-su/con-bao-moi-co-the-anh-huong-tu-gia-lai-den-lam-dong-20251124205841064.htm,2025-12-06T13:31:19.179154
